measurement_id,case_id,sensor_position,asset_type,bearing_model,fault_origin,fixed_speed,sampling_rate,rpm,signal_length,unit,ftf_multiple,bpf_multiple,bpfo_multiple,bpfi_multiple,Bearing_health_state,mean,std,rms,peak,peak_to_peak,crest_factor,skewness,kurtosis,shape_factor,impulse_factor,p5,p25,p75,p95,iqr,fft_mean,fft_std,fft_peak,fft_peak_freq_norm,spectral_centroid,spectral_bandwidth,band_energy_low,band_energy_mid_low,band_energy_mid_high,band_energy_high
271,11,DS,Roller,BRG_E,FS,0,512,36.5912,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,0,0.000493234,0.141104,0.115627,0.53066,0.845493,4.34747,0.0434085,-0.0647667,1.24682,5.41775,-0.185616,-0.115153,0.082337,0.245494,0.173754,7.95882,11.7656,168.35,0.0675169,0.229035,0.141046,-3868230.0,-3608150.0,-21858200.0,322627.0
272,7,DS,Agitator,BRG_E,DS,1,5120,1164.1,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,3,0.000433718,0.6922,0.691153,2.90282,5.15669,4.16421,-0.109751,0.0401515,1.25371,5.22939,-1.17381,-0.460539,0.465917,1.12793,0.872685,40.927,80.7787,2385.88,0.0255177,0.206247,0.130039,33424900.0,10995900.0,26697600.0,-5458490.0
273,3,FS,Engine,BRG_A,DS,1,5120,1160.51,16384,m/s^2,0.405214,2.55976,4.08749,5.91793,0,0.000329175,3.73671,3.73976,11.3959,22.4646,3.06431,0.117432,-0.580374,1.20427,3.72657,-5.77184,-2.80848,2.76848,6.23647,5.58541,169.253,442.106,18805.6,0.159302,0.274142,0.120691,35742300.0,1163470000.0,460459000.0,148962000.0
274,3,DS,Engine,BRG_E,DS,1,5120,1162.23,16384,m/s^2,0.375214,1.98976,3.08749,4.91793,0,1.37459e-05,0.615059,0.592784,2.21724,4.71417,4.15637,-0.116926,0.343278,1.27607,5.29997,-1.11077,-0.379224,0.383766,0.922348,0.796032,35.6864,67.1237,2095.32,0.0258572,0.224013,0.174782,34549200.0,5362400.0,88399100.0,7821670.0
275,11,DS,Roller,BRG_E,FS,0,512,36.6484,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,0,0.000363117,0.0622271,0.082622,0.535466,1.10074,4.20205,0.010328,-0.173001,1.24166,5.20558,-0.202678,-0.0717768,0.0819246,0.173578,0.134906,3.34603,10.3162,244.091,0.145465,0.212362,0.142046,-825588.0,8564290.0,-49106900.0,-191760.0
276,9,FS,Pump,BRG_B,FS,0,6400,1203.23,16384,m/s^2,0.415987,2.13593,4.94682,7.14286,0,0.000487896,3.13795,3.19104,14.8145,27.9171,4.69039,-0.0203129,0.0073425,1.25144,5.87824,-5.13514,-2.14123,2.15526,5.12413,4.27152,301.177,267.386,6511.28,0.0240104,0.227729,0.1455,639596000.0,254368000.0,254000000.0,188621000.0
277,7,DS,Agitator,BRG_E,DS,1,5120,1163.59,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,5.82997e-05,0.457519,0.523637,2.42201,3.96653,4.67368,0.0957769,0.107303,1.25384,5.83875,-0.732397,-0.34025,0.339533,0.819464,0.712807,30.9429,57.64,1708.03,0.0453285,0.193299,0.146876,23482600.0,2120290.0,-13343200.0,8591700.0
278,3,FS,Engine,BRG_A,DS,1,5120,1159.8,16384,m/s^2,0.405214,2.55976,4.08749,5.91793,0,0.000316269,2.86102,2.90857,10.3521,18.7097,3.58544,0.0351122,-0.428289,1.22657,4.38954,-4.69847,-2.07161,2.08426,4.84135,4.12508,151.054,337.348,13230.0,0.162258,0.286445,0.126622,26190900.0,595331000.0,300374000.0,184440000.0
279,9,FS,Pump,BRG_B,FS,0,6400,1219.77,16384,m/s^2,0.415987,2.13593,4.94682,7.14286,0,0.000309761,2.17198,2.21552,10.5356,20.3385,4.74901,0.00813287,0.100824,1.25611,5.96206,-3.64035,-1.49873,1.48441,3.6359,2.94429,217.171,181.757,3998.54,0.025717,0.243301,0.150956,267253000.0,89426800.0,178275000.0,151372000.0
280,7,DS,Agitator,BRG_E,DS,1,5120,1167.09,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,1.55443e-06,0.575447,0.561743,2.54117,4.98408,4.80203,-0.0410548,0.112069,1.25955,6.05966,-0.918299,-0.353375,0.393842,0.952105,0.758838,36.0999,58.8258,1632.06,0.0439139,0.19112,0.142117,23134400.0,19361700.0,-13698300.0,-24829700.0
281,3,DS,Engine,BRG_E,DS,1,5120,1162.21,16384,m/s^2,0.375214,1.98976,3.08749,4.91793,0,0.000326711,0.642907,0.643841,2.6501,5.82153,4.41257,-0.13655,0.174524,1.26441,5.5756,-1.01102,-0.407643,0.407992,0.930215,0.763916,36.2589,68.9401,2395.3,0.0264104,0.222753,0.174116,39315100.0,9964600.0,-59387400.0,-2621610.0
282,9,FS,Pump,BRG_B,FS,0,6400,1184.71,16384,m/s^2,0.415987,2.13593,4.94682,7.14286,1,0.00049362,2.29617,2.262,11.3952,21.8924,4.91065,-0.00488017,0.345454,1.26605,6.25479,-3.77072,-1.50243,1.52077,3.71903,2.96556,184.717,221.6,4487.27,0.190184,0.20701,0.130528,222081000.0,340329000.0,117282000.0,27319200.0
283,7,FS,Agitator,BRG_A,DS,1,5120,1160.43,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000222566,0.758632,0.769018,3.10408,6.26578,4.24455,0.0798693,0.186673,1.26132,5.35633,-1.24327,-0.499974,0.506479,1.3303,0.978946,66.8895,70.5272,1282.74,0.00230282,0.282709,0.150278,29819500.0,5589260.0,-14146900.0,47109400.0
284,9,DS,Pump,BRG_H,FS,0,6400,1216.53,16384,m/s^2,0.405987,2.57593,5.67682,8.40286,0,-0.000175859,6.13726,6.15157,23.0828,45.8097,3.78282,-0.00225494,-0.159218,1.25196,4.76061,-10.0927,-4.10528,4.09416,10.1907,8.18095,364.832,694.204,8752.91,0.496157,0.407431,0.105926,19794500.0,57059900.0,226189000.0,4739680000.0
285,8,DS,Roller,BRG_D,DS,0,640,1088.18,16384,m/s^2,0.0326703,0.215398,0.524658,0.753853,0,0.000377043,0.0677223,0.069863,0.458122,0.597551,3.75453,-0.0209478,-0.191648,1.24254,4.65685,-0.0678703,-0.057882,0.0377194,0.0679165,0.0574873,2.39544,8.98467,359.475,0.293543,0.221808,0.117681,-6858210.0,-6620650.0,71424600.0,-29418200.0
286,3,DS,Engine,BRG_E,DS,1,5120,1159.63,16384,m/s^2,0.375214,1.98976,3.08749,4.91793,3,5.68683e-05,2.15058,2.14478,6.61683,12.2781,3.00838,-0.0959254,-0.618849,1.22112,3.66087,-3.64608,-1.56359,1.57876,3.48582,3.18079,88.8825,260.176,7639.81,0.163323,0.230213,0.113698,25567700.0,362465000.0,187275000.0,-9956660.0
287,11,FS,Roller,BRG_E,FS,0,512,35.4124,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,0,0.000212821,0.113514,0.15227,0.403725,1.1705,4.20345,0.0100467,0.0570099,1.25281,5.28539,-0.149862,-0.0897635,0.0677312,0.167244,0.130853,5.10377,7.76894,132.285,0.0556994,0.2165,0.140887,-4018860.0,-2037340.0,-409527.0,-20870200.0
288,3,FS,Engine,BRG_A,DS,1,5120,1161.53,16384,m/s^2,0.405214,2.55976,4.08749,5.91793,0,0.000283915,3.7288,3.76902,11.2131,22.3216,3.02952,0.118072,-0.600376,1.21172,3.67808,-5.90416,-2.82337,2.75045,6.32822,5.52458,165.175,452.744,22600.2,0.160812,0.27777,0.122501,39806900.0,1184590000.0,501474000.0,165361000.0
289,2,DS,Pump,BRG_G,DS,0,5120,1096.55,16384,m/s^2,0.419199,2.97983,4.21303,5.828,0,0.000494577,1.85468,1.87305,7.4205,13.9606,4.10911,-0.00180532,0.00854493,1.25302,5.12476,-3.05719,-1.25958,1.25582,2.99916,2.44095,126.17,201.259,3690.82,0.197193,0.369469,0.141695,30654300.0,16141600.0,-24454400.0,392780000.0
290,8,DS,Roller,BRG_D,DS,0,640,1123.22,16384,m/s^2,0.0326703,0.215398,0.524658,0.753853,0,0.000366331,0.066207,0.0516903,0.378724,0.60227,4.10508,-0.0196035,-0.0942346,1.24387,5.0775,-0.134463,-0.0715995,0.0775712,0.0855798,0.137266,1.41716,13.0706,418.896,0.234057,0.212591,0.126005,-1490250.0,516717.0,7370700.0,-8557520.0
291,7,FS,Agitator,BRG_A,DS,1,5120,1158.79,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000558348,0.0313442,0.0413318,-0.06466,0.198449,5.05716,-0.0750169,0.231317,1.2606,6.37826,0.0322446,-0.0197922,0.0200263,-0.0096245,0.0262509,1.32985,4.84038,-39.5017,0.0130255,0.236971,0.1516,-7895000.0,4587790.0,-46740200.0,2820260.0
292,9,DS,Pump,BRG_H,FS,0,6400,1203.95,16384,m/s^2,0.405987,2.57593,5.67682,8.40286,0,-0.000180376,6.30603,6.25815,21.3322,42.3878,3.41061,-0.000909062,-0.0525899,1.25613,4.27765,-10.4031,-4.18579,4.20088,10.4412,8.39662,371.327,712.631,10705.0,0.489726,0.406811,0.107382,17421200.0,47593600.0,175268000.0,4982970000.0
293,2,FS,Pump,BRG_F,DS,0,5120,1095.7,16384,m/s^2,0.409199,2.73983,3.73303,5.308,0,0.000115359,1.76745,1.81906,6.8944,12.9411,3.74672,-0.00321014,-0.339509,1.23164,4.59331,-2.9166,-1.299,1.27751,2.94306,2.54953,102.524,204.446,12818.2,0.193672,0.353132,0.12971,5039040.0,192318000.0,11433800.0,193031000.0
294,2,DS,Pump,BRG_G,DS,0,5120,1097.69,16384,m/s^2,0.419199,2.97983,4.21303,5.828,0,3.16727e-06,1.79251,1.74659,6.78567,13.02,3.73207,0.00434811,-0.0371775,1.25373,4.67083,-3.00073,-1.18861,1.20221,2.92269,2.39374,119.365,197.943,3828.56,0.430728,0.364826,0.143576,31237700.0,15887000.0,30677700.0,367012000.0
295,3,FS,Engine,BRG_A,DS,1,5120,1167.27,16384,m/s^2,0.405214,2.55976,4.08749,5.91793,0,0.000432606,2.88408,2.86866,9.81408,19.7694,3.43806,-0.0448815,-0.261417,1.23116,4.25524,-4.78867,-1.97606,2.06751,4.60156,4.08211,171.924,320.492,7203.23,0.160433,0.28686,0.121508,36709900.0,501218000.0,352846000.0,213069000.0
296,9,FS,Pump,BRG_B,FS,0,6400,1215.24,16384,m/s^2,0.415987,2.13593,4.94682,7.14286,0,0.000229723,2.05136,2.02571,11.6615,21.7819,5.72336,0.0294664,0.155604,1.26204,7.19568,-3.31311,-1.34998,1.31114,3.4134,2.68693,199.491,168.622,3905.17,0.0253912,0.238683,0.150382,243597000.0,80356300.0,139031000.0,102233000.0
297,11,FS,Roller,BRG_E,FS,0,512,39.3474,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,0,0.000136975,0.0720591,0.130462,0.252855,0.588128,3.98072,-0.0281496,0.100515,1.25274,4.96262,-0.245795,-0.0742145,0.0905952,0.184704,0.123245,6.46563,6.91903,187.34,0.147239,0.232254,0.146587,-8554590.0,3664530.0,7665510.0,3373210.0
298,2,DS,Pump,BRG_G,DS,0,5120,1096.62,16384,m/s^2,0.419199,2.97983,4.21303,5.828,0,0.000127287,1.94945,1.91115,8.27184,16.2793,4.39363,0.00234253,0.00947261,1.24725,5.48118,-3.18655,-1.33298,1.33266,3.14907,2.6775,137.636,206.37,3576.32,0.194818,0.377261,0.120486,12682700.0,37048700.0,91078700.0,454202000.0
299,7,FS,Agitator,BRG_A,DS,1,5120,1161.27,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000336643,0.805636,0.786232,3.57949,7.19335,4.63996,0.0111915,-0.0179686,1.25516,5.81564,-1.41254,-0.521405,0.546538,1.28896,1.06684,67.3407,77.5097,1269.26,0.0281157,0.279341,0.15296,35516000.0,1468520.0,44519000.0,36637400.0
300,8,FS,Roller,BRG_D,DS,0,640,1014.39,16384,m/s^2,0.0326703,0.215398,0.524658,0.753853,0,0.000367401,0.0634446,0.0252205,0.248661,0.295198,3.98805,-0.0201232,-0.18745,1.24317,4.98245,-0.116904,-0.0557185,0.010325,0.0446384,0.119463,3.81884,5.21295,450.158,0.212616,0.207713,0.126699,5931640.0,-296838.0,-26703100.0,-9517040.0
301,11,FS,Roller,BRG_E,FS,0,512,33.991,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,1,0.000276204,0.205956,0.152469,0.614381,1.77875,4.35863,-0.0637164,0.360616,1.26167,5.52246,-0.348362,-0.102971,0.159986,0.342922,0.216562,9.44807,11.5289,349.549,0.145662,0.273003,0.133396,6747610.0,8243650.0,-6090910.0,26452400.0
302,3,FS,Engine,BRG_A,DS,1,5120,1160.79,16384,m/s^2,0.405214,2.55976,4.08749,5.91793,0,3.41638e-05,2.06101,2.03425,7.67863,14.4963,3.57949,-0.100552,-0.157797,1.24187,4.43681,-3.44006,-1.38566,1.46845,3.27347,2.83646,138.539,224.61,6149.69,0.162253,0.285066,0.130722,33870400.0,217834000.0,167792000.0,183797000.0
303,2,FS,Pump,BRG_F,DS,0,5120,1124.85,16384,m/s^2,0.409199,2.73983,3.73303,5.308,0,0.000292896,2.90072,2.9001,8.50235,17.1405,2.96082,-0.0381899,-0.80922,1.17862,3.44464,-4.61227,-2.30171,2.34831,4.41762,4.58401,115.058,347.189,24357.6,0.197193,0.339736,0.132511,11504200.0,849800000.0,-32576500.0,217462000.0
304,2,DS,Pump,BRG_G,DS,0,5120,1099.5,16384,m/s^2,0.419199,2.97983,4.21303,5.828,0,2.81984e-05,1.802,1.77337,7.6987,14.3967,4.15561,-0.000353695,0.0283667,1.25834,5.23084,-2.9863,-1.19258,1.19675,2.91193,2.37161,125.425,193.402,3434.3,0.194279,0.371559,0.138639,30227800.0,13919900.0,31660300.0,379487000.0
305,9,FS,Pump,BRG_B,FS,0,6400,1170.31,16384,m/s^2,0.415987,2.13593,4.94682,7.14286,0,0.000315562,2.01257,1.9971,7.989,15.6699,3.98594,0.00276387,-0.0612369,1.24965,4.94917,-3.20898,-1.32244,1.40881,3.20364,2.65531,187.456,175.802,4993.42,0.0239775,0.232035,0.154855,282819000.0,53823700.0,109972000.0,97609400.0
306,7,FS,Agitator,BRG_A,DS,1,5120,1161.87,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000123327,1.36325,1.37052,6.37661,11.1956,4.714,-0.00653268,-0.105154,1.24086,5.85926,-2.25446,-0.984279,0.955566,2.21126,1.93408,97.7642,151.356,2343.69,0.39846,0.300804,0.14623,31640300.0,39267800.0,2757850.0,146655000.0
307,7,DS,Agitator,BRG_E,DS,1,5120,1160.96,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,9.1217e-06,0.497347,0.518463,2.25568,4.6304,4.59741,-0.035793,0.41738,1.2708,5.77035,-0.959714,-0.32703,0.352227,0.907518,0.681968,29.1254,56.2878,1803.02,0.0470171,0.180106,0.148424,24232500.0,14016600.0,40638900.0,12081300.0
308,2,DS,Pump,BRG_G,DS,0,5120,1134.96,16384,m/s^2,0.419199,2.97983,4.21303,5.828,0,0.000135704,1.67321,1.66241,7.46707,13.6056,4.37332,-0.00144976,0.0758406,1.25941,5.51857,-2.71372,-1.09341,1.11473,2.74847,2.27563,121.237,175.147,2237.41,0.00694643,0.367671,0.137511,22445400.0,10866600.0,-49874800.0,302897000.0
309,2,FS,Pump,BRG_F,DS,0,5120,1097.95,16384,m/s^2,0.409199,2.73983,3.73303,5.308,0,0.000180116,2.13103,2.06456,6.96355,13.8835,3.39315,0.0151103,-0.38531,1.21869,4.16219,-3.43242,-1.54481,1.57845,3.40936,3.11999,110.357,248.132,12039.2,0.192552,0.344366,0.132059,5202160.0,354495000.0,20215300.0,227795000.0
310,7,DS,Agitator,BRG_E,DS,1,5120,1163.02,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,0.000436173,0.793977,0.799491,3.00061,6.42063,4.12295,0.0306935,0.220322,1.2645,5.21665,-1.291,-0.503974,0.516102,1.3061,1.01101,47.344,88.5984,2034.34,0.00269059,0.198146,0.144657,42622700.0,30495700.0,-28911100.0,22243200.0
311,7,DS,Agitator,BRG_E,DS,1,5120,1163.48,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,1.33907e-05,0.537686,0.603181,2.43558,4.51787,4.26587,-0.00448768,0.137823,1.2558,5.33445,-0.788852,-0.392197,0.363372,0.824004,0.736977,36.4198,60.7262,1662.44,0.0437226,0.179622,0.144372,23218300.0,19225500.0,-18009900.0,-10313700.0
312,2,DS,Pump,BRG_G,DS,0,5120,1101.74,16384,m/s^2,0.419199,2.97983,4.21303,5.828,0,0.00039256,1.9296,1.91962,8.03254,15.4598,4.20648,-0.00714823,-0.206397,1.24828,5.24754,-3.16431,-1.33761,1.30502,3.21838,2.61527,132.86,209.934,4282.83,0.195697,0.378396,0.122272,11162300.0,28685700.0,40715400.0,423863000.0
313,3,DS,Engine,BRG_E,DS,1,5120,1162.93,16384,m/s^2,0.375214,1.98976,3.08749,4.91793,3,0.000310325,2.06982,2.07522,6.44107,12.1436,3.03813,-0.133969,-0.574156,1.21761,3.71537,-3.46817,-1.50228,1.52906,3.22373,3.05563,69.8922,251.74,8242.45,0.158171,0.226778,0.118492,17763800.0,350669000.0,225915000.0,22308700.0
314,1,DS,Pump,BRG_K,DS,0,12800,2452.08,16384,m/s^2,0.390781,2.00655,4.88776,7.10268,0,-0.000421353,11.1087,11.0928,53.7987,92.1315,4.82465,-0.0417882,0.150487,1.2573,6.08025,-18.4679,-7.34894,7.38999,18.1265,14.7736,855.375,1130.38,21630.3,0.329776,0.280815,0.127977,1887440000.0,1272540000.0,11642600000.0,1739060000.0
315,7,FS,Agitator,BRG_A,DS,1,5120,1161.45,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000253957,0.960164,0.927295,3.9704,8.17122,4.30801,-0.0957325,0.0867429,1.25377,5.40441,-1.63221,-0.641183,0.66616,1.41556,1.23391,45.8292,105.058,4324.43,0.0283426,0.180148,0.137342,84767700.0,18845800.0,68688900.0,-4063190.0
316,7,DS,Agitator,BRG_E,DS,1,5120,1168.49,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,0.000172511,0.746999,0.679448,3.54318,6.58535,4.66553,0.021403,-0.0813625,1.24721,5.84291,-1.22808,-0.50888,0.503805,1.22099,0.991939,43.9223,83.0889,2567.42,0.13741,0.213409,0.143157,20896300.0,22472600.0,-9013070.0,567381.0
317,8,DS,Roller,BRG_D,DS,0,640,1148.8,16384,m/s^2,0.0326703,0.215398,0.524658,0.753853,1,0.00018713,0.0676793,0.107937,0.453721,1.04445,6.92498,0.0754616,2.65261,1.32688,9.14122,-0.0876568,-0.0474528,0.0100857,0.0275722,0.0856184,6.14357,4.7653,185.705,0.240726,0.243665,0.128324,4017030.0,-1635120.0,-5038370.0,12462800.0
318,2,DS,Pump,BRG_G,DS,0,5120,1103.43,16384,m/s^2,0.419199,2.97983,4.21303,5.828,0,0.000337377,1.77514,1.78087,7.60193,14.281,4.23924,-0.00602241,0.0957901,1.25676,5.33424,-2.87209,-1.21411,1.21448,2.82745,2.2817,120.589,191.064,2552.74,0.192915,0.3693,0.137417,14122600.0,24299700.0,42098100.0,352711000.0
319,9,FS,Pump,BRG_B,FS,0,6400,1200.79,16384,m/s^2,0.415987,2.13593,4.94682,7.14286,0,0.000387548,2.23328,2.23638,11.675,20.2031,5.17755,-0.00600864,0.147254,1.26106,6.54697,-3.74242,-1.48362,1.50257,3.6483,2.9573,214.617,192.866,3089.57,0.0188561,0.225962,0.154008,349384000.0,64252900.0,162816000.0,142488000.0
320,7,DS,Agitator,BRG_E,DS,1,5120,1161.17,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,0.000244641,0.500003,0.5018,2.2586,4.39259,4.82993,0.128078,0.430728,1.26767,6.10583,-0.760141,-0.344167,0.325291,0.81068,0.686995,31.5106,55.4301,1784.05,0.0443021,0.192298,0.148446,24798300.0,6618490.0,-58378100.0,-9537990.0
321,11,FS,Roller,BRG_E,FS,0,512,11.8884,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,0,0.000398142,0.0892103,0.0161583,0.0905826,0.478771,3.61195,-0.0675243,-0.0912164,1.24874,4.52065,0.0132377,-0.00412302,0.0118958,0.0509505,0.0199898,3.76808,2.70931,70.9403,0.0963666,0.196101,0.147645,-7004010.0,2659260.0,-25848300.0,28086000.0
322,2,FS,Pump,BRG_F,DS,0,5120,1096.85,16384,m/s^2,0.409199,2.73983,3.73303,5.308,0,3.90595e-05,2.22622,2.22089,6.33278,12.0297,2.86032,-0.0343731,-0.7859,1.18206,3.38124,-3.52591,-1.75058,1.76223,3.46581,3.55062,102.193,266.244,16104.0,0.193195,0.320943,0.138835,25106400.0,507668000.0,22209700.0,124553000.0
323,7,FS,Agitator,BRG_A,DS,1,5120,1159.75,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,7.24089e-05,1.21644,1.1925,5.01109,9.09702,4.16903,0.00648253,0.00999155,1.25025,5.20752,-1.96433,-0.832468,0.797159,1.98734,1.6571,94.6374,124.422,2305.11,0.166162,0.295237,0.144513,14083500.0,46435600.0,62241600.0,98455400.0
324,8,FS,Roller,BRG_D,DS,0,640,1225.66,16384,m/s^2,0.0326703,0.215398,0.524658,0.753853,0,0.000333011,0.10531,0.0730632,0.28777,0.830998,3.57532,0.0759399,-0.070706,1.24606,4.45296,-0.130533,-0.0716473,0.0673441,0.0872537,0.0901423,3.82252,7.55928,360.755,0.209232,0.209525,0.120817,-3975260.0,-659516.0,-16051700.0,-2913160.0
325,3,FS,Engine,BRG_A,DS,1,5120,1159.17,16384,m/s^2,0.405214,2.55976,4.08749,5.91793,0,0.000407322,0.604727,0.667398,2.6817,5.10087,4.05499,-0.0631073,-0.254327,1.23729,4.97821,-1.09824,-0.475691,0.457053,1.02588,0.918941,33.2676,75.4593,4172.84,0.0271564,0.209014,0.168812,52847300.0,5577960.0,27914100.0,18250600.0
326,7,FS,Agitator,BRG_A,DS,1,5120,1160.34,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000128308,0.817851,0.83143,3.34802,6.43927,4.17355,0.0640867,0.0629666,1.25818,5.25372,-1.28763,-0.528251,0.530438,1.33071,1.06729,68.9095,70.9071,1674.41,0.00409654,0.280335,0.150911,26512700.0,-1382140.0,58265000.0,39913400.0
327,3,DS,Engine,BRG_E,DS,1,5120,1163.14,16384,m/s^2,0.375214,1.98976,3.08749,4.91793,3,7.81905e-05,1.41077,1.43604,4.65558,9.59266,3.31613,0.147424,-0.376261,1.23736,4.1391,-2.36534,-1.01702,0.988495,2.50897,2.03451,79.2064,167.519,4270.53,0.160011,0.217815,0.121369,31510600.0,168977000.0,73357600.0,3695300.0
328,2,DS,Pump,BRG_G,DS,0,5120,1100.57,16384,m/s^2,0.419199,2.97983,4.21303,5.828,0,0.00023499,1.80572,1.75128,7.34944,13.9562,4.04243,0.0219408,-0.0587905,1.25504,5.0539,-2.89227,-1.21122,1.19528,2.94391,2.40621,124.381,186.75,3344.19,0.192872,0.363876,0.144117,26835300.0,15399600.0,7427810.0,375224000.0
329,1,DS,Pump,BRG_K,DS,0,12800,2507.87,16384,m/s^2,0.390781,2.00655,4.88776,7.10268,0,-0.000469521,11.3916,11.3466,50.3045,94.714,4.41454,-0.0231783,-0.00827739,1.25592,5.5608,-18.4949,-7.62058,7.65241,18.7027,15.3488,893.233,1146.06,15379.2,0.319171,0.28085,0.130122,2332470000.0,1306090000.0,11695500000.0,2042830000.0
330,3,FS,Engine,BRG_A,DS,1,5120,1162.26,16384,m/s^2,0.405214,2.55976,4.08749,5.91793,0,0.000156204,2.67966,2.71552,9.90852,19.1192,3.61542,0.0270937,-0.373175,1.23259,4.4605,-4.37824,-1.91015,1.90376,4.45147,3.86174,152.527,311.415,10706.9,0.164872,0.278426,0.129805,42361800.0,505412000.0,285987000.0,183750000.0
331,7,DS,Agitator,BRG_E,DS,1,5120,1158.51,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,0.000248205,0.449584,0.437048,1.74996,3.96363,4.32735,0.00808261,0.159369,1.26052,5.46088,-0.67773,-0.321648,0.285983,0.728932,0.589227,29.671,49.4092,1364.75,0.0466653,0.198953,0.144119,18311200.0,3045620.0,33507800.0,-4013460.0
332,11,FS,Roller,BRG_E,FS,0,512,34.7626,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,0,0.000561322,0.0674228,0.109716,0.325387,0.956592,3.87674,0.0718088,0.0485449,1.25139,4.85417,-0.163871,-0.080904,0.0779557,0.213494,0.17629,5.16491,5.52284,399.098,0.145618,0.21787,0.142767,5759840.0,-1975750.0,-21142800.0,3174490.0
333,7,FS,Agitator,BRG_A,DS,1,5120,1163.81,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000479469,1.48389,1.493,7.14884,13.3247,4.7783,0.0217679,0.706759,1.28356,6.14655,-2.37206,-0.947314,0.956092,2.29421,1.88927,72.4518,171.373,6934.48,0.0451959,0.192877,0.131098,162458000.0,29358700.0,38266600.0,32824300.0
334,8,DS,Roller,BRG_D,DS,0,640,1233.84,16384,m/s^2,0.0326703,0.215398,0.524658,0.753853,0,0.000133996,0.0425208,0.000593286,0.360918,0.504343,3.99544,0.0263451,-0.113521,1.25176,4.99018,-0.101077,-0.0436828,0.0384009,0.106809,0.0782962,5.39558,-0.887085,138.147,0.0312897,0.211723,0.125487,6136610.0,-9336610.0,-17424000.0,-14752700.0
335,7,DS,Agitator,BRG_E,DS,1,5120,1162.18,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,0.000197513,0.506983,0.542251,2.05094,4.11651,3.9672,-0.0616331,0.102405,1.25792,5.00885,-0.892309,-0.345594,0.380848,0.837344,0.767703,33.0004,58.7027,1675.24,0.00153105,0.188804,0.147376,31607800.0,19177800.0,19052700.0,-9228100.0
336,9,DS,Pump,BRG_H,FS,0,6400,1198.15,16384,m/s^2,0.405987,2.57593,5.67682,8.40286,0,6.62141e-05,6.04917,6.10405,20.8058,40.4928,3.39831,-0.0137519,-0.113244,1.25257,4.25285,-10.1431,-4.04798,4.1308,10.1603,8.16142,355.29,694.379,9692.29,0.486305,0.411818,0.103597,20418900.0,39209300.0,339772000.0,4576280000.0
337,7,FS,Agitator,BRG_A,DS,1,5120,1159.72,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000564819,0.860101,0.95334,4.12121,7.43843,4.35734,-0.0231968,0.132467,1.25634,5.45377,-1.43811,-0.583697,0.646297,1.50622,1.23527,46.1584,105.1,4351.59,0.0270742,0.180524,0.135762,80966600.0,19515900.0,33596700.0,14674500.0
338,11,DS,Roller,BRG_E,FS,0,512,32.7001,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,0,7.43165e-05,0.151148,0.128627,0.479407,1.25563,4.13777,-0.0309768,0.0593802,1.25322,5.19655,-0.176862,-0.0584908,0.0646831,0.213841,0.187852,3.35494,8.34638,251.662,0.14431,0.219328,0.142235,-1260720.0,-5334960.0,-35735600.0,13803800.0
339,9,FS,Pump,BRG_B,FS,0,6400,1180.23,16384,m/s^2,0.415987,2.13593,4.94682,7.14286,1,0.000501327,2.44611,2.49101,10.8319,20.3402,4.4638,0.0180761,0.376896,1.27072,5.70584,-4.04879,-1.61846,1.58233,4.08357,3.20755,195.839,250.902,7845.34,0.189068,0.202561,0.135119,315053000.0,354707000.0,52032800.0,42273000.0
340,7,DS,Agitator,BRG_E,DS,1,5120,1161.99,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,0.000363083,0.843859,0.841676,4.58705,8.16234,5.53471,-0.0517218,0.369382,1.26416,7.00409,-1.43881,-0.557439,0.574073,1.37003,1.05014,53.83,92.8294,2552.66,0.13818,0.202713,0.144132,37259400.0,33457100.0,30591900.0,2565640.0
