date,year,month,day,hour,day_of_week,is_weekend,season,city,station,latitude,longitude,temperature,humidity,wind_speed,visibility,aqi,id
2022-12-29,2022,12,29,6,Tuesday,0,winter,Metropolis_Alpha,Monitoring_Station_14,38.6362,87.201,11.3,97,3.0,1.2,415,33505
2022-07-06,2022,7,6,6,Monday,0,monsoon,Metropolis_Delta,Monitoring_Station_20,38.4089,87.3178,25.0,100,5.1,13.7,90,33506
2027-02-05,2027,2,5,6,Wednesday,0,winter,Metropolis_Alpha,Monitoring_Station_04,38.7762,87.051,12.6,96,3.1,1.9,405,33507
2022-07-03,2022,7,3,6,Friday,0,monsoon,Metropolis_Gamma,Monitoring_Station_18,38.450199999999995,87.0266,26.9,100,5.5,14.6,47,33508
2022-06-18,2022,6,18,12,Thursday,0,monsoon,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,44.3,66,24.3,7.5,168,33509
2022-01-31,2022,1,31,18,Saturday,1,winter,Metropolis_Delta,Monitoring_Station_21,38.3722,87.3099,17.6,51,4.8,1.3,404,33510
2027-05-20,2027,5,20,6,Tuesday,0,summer,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,32.5,45,7.7,7.4,141,33511
2026-01-16,2026,1,16,23,Wednesday,0,winter,Metropolis_Alpha,Monitoring_Station_04,38.7762,87.051,14.1,65,3.6,1.9,500,33512
2023-08-28,2023,8,28,6,Saturday,1,monsoon,Metropolis_Alpha,Monitoring_Station_02,38.7299,87.1718,25.2,92,5.5,8.2,42,33513
2023-07-02,2023,7,2,6,Friday,0,monsoon,Metropolis_Alpha,Monitoring_Station_09,38.7495,87.0565,26.1,92,5.7,6.0,38,33514
2022-04-04,2022,4,4,18,Saturday,1,summer,Metropolis_Epsilon,Monitoring_Station_23,38.7529,87.2782,31.3,28,16.6,4.5,232,33515
2025-11-21,2025,11,21,6,Wednesday,0,winter,Metropolis_Beta,Monitoring_Station_16,38.5447,87.323,17.3,96,2.8,0.5,500,33516
2025-07-05,2025,7,5,12,Thursday,0,monsoon,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,39.0,80,23.0,9.7,94,33517
2026-07-10,2026,7,10,18,Wednesday,0,monsoon,Metropolis_Epsilon,Monitoring_Station_22,38.6605,87.3573,31.2,79,15.6,11.7,46,33518
2025-08-29,2025,8,29,6,Wednesday,0,monsoon,Metropolis_Gamma,Monitoring_Station_18,38.450199999999995,87.0266,26.9,92,10.0,8.6,89,33519
2023-06-01,2023,6,1,23,Tuesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_14,38.6362,87.201,37.7,73,15.8,4.4,105,33520
2027-12-21,2027,12,21,6,Sunday,1,winter,Metropolis_Alpha,Monitoring_Station_04,38.7762,87.051,8.3,100,3.9,0.5,500,33521
2024-10-27,2024,10,27,18,Friday,0,post_monsoon,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,26.1,36,6.7,1.0,500,33522
2024-03-21,2024,3,21,23,Tuesday,0,summer,Metropolis_Delta,Monitoring_Station_20,38.4089,87.3178,22.9,29,14.9,3.4,261,33523
2023-11-10,2023,11,10,6,Wednesday,0,winter,Metropolis_Alpha,Monitoring_Station_09,38.7495,87.0565,14.4,100,3.7,0.4,500,33524
2022-08-14,2022,8,14,6,Friday,0,monsoon,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,25.8,100,7.7,12.7,40,33525
2022-04-03,2022,4,3,23,Friday,0,summer,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,33.0,36,19.5,5.4,113,33526
2023-09-19,2023,9,19,18,Sunday,1,monsoon,Metropolis_Beta,Monitoring_Station_17,38.4744,87.504,31.7,72,5.8,10.2,92,33527
2024-10-19,2024,10,19,23,Thursday,0,post_monsoon,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,29.1,32,8.8,0.5,500,33528
2027-06-03,2027,6,3,6,Tuesday,0,monsoon,Metropolis_Beta,Monitoring_Station_15,38.6246,87.3649,32.5,85,7.5,6.8,97,33529
2022-04-14,2022,4,14,18,Tuesday,0,summer,Metropolis_Alpha,Monitoring_Station_14,38.6362,87.201,32.5,24,11.6,6.1,159,33530
2026-11-05,2026,11,5,12,Tuesday,0,winter,Metropolis_Beta,Monitoring_Station_17,38.4744,87.504,27.8,53,10.0,1.5,500,33531
2025-02-18,2025,2,18,12,Sunday,1,winter,Metropolis_Gamma,Monitoring_Station_18,38.450199999999995,87.0266,19.8,63,7.1,2.8,343,33532
2024-12-04,2024,12,4,6,Monday,0,winter,Metropolis_Beta,Monitoring_Station_17,38.4744,87.504,11.4,100,2.7,1.1,456,33533
2023-08-02,2023,8,2,6,Monday,0,monsoon,Metropolis_Alpha,Monitoring_Station_09,38.7495,87.0565,25.8,100,8.6,7.1,27,33534
2027-09-04,2027,9,4,6,Thursday,0,monsoon,Metropolis_Epsilon,Monitoring_Station_22,38.6605,87.3573,27.1,92,4.0,4.4,109,33535
2024-08-12,2024,8,12,6,Saturday,1,monsoon,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,25.7,97,9.8,13.6,29,33536
2026-10-31,2026,10,31,12,Thursday,0,post_monsoon,Metropolis_Beta,Monitoring_Station_17,38.4744,87.504,33.8,31,11.9,1.0,500,33537
2023-10-15,2023,10,15,6,Friday,0,post_monsoon,Metropolis_Beta,Monitoring_Station_17,38.4744,87.504,21.9,43,3.7,1.6,460,33538
2025-05-02,2025,5,2,12,Wednesday,0,summer,Metropolis_Delta,Monitoring_Station_20,38.4089,87.3178,41.3,21,29.2,4.6,163,33539
2024-05-03,2024,5,3,6,Wednesday,0,summer,Metropolis_Alpha,Monitoring_Station_09,38.7495,87.0565,32.4,38,11.4,2.4,239,33540
2022-10-05,2022,10,5,12,Monday,0,post_monsoon,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,31.4,24,16.4,3.2,322,33541
2024-10-30,2024,10,30,18,Monday,0,post_monsoon,Metropolis_Alpha,Monitoring_Station_11,38.5535,87.2167,26.7,25,8.1,1.1,500,33542
2027-06-03,2027,6,3,12,Tuesday,0,monsoon,Metropolis_Epsilon,Monitoring_Station_23,38.7529,87.2782,42.3,82,18.5,4.0,106,33543
2026-05-31,2026,5,31,6,Friday,0,summer,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,30.9,44,7.3,6.0,172,33544
2022-03-09,2022,3,9,12,Monday,0,summer,Metropolis_Beta,Monitoring_Station_16,38.5447,87.323,30.6,37,27.6,2.7,235,33545
2022-12-21,2022,12,21,12,Monday,0,winter,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,21.7,51,10.4,2.4,481,33546
2025-07-01,2025,7,1,12,Sunday,1,monsoon,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,39.0,79,23.3,11.6,88,33547
2026-10-05,2026,10,5,6,Saturday,1,post_monsoon,Metropolis_Delta,Monitoring_Station_20,38.4089,87.3178,20.5,40,4.2,3.3,311,33548
2026-10-03,2026,10,3,12,Thursday,0,post_monsoon,Metropolis_Alpha,Monitoring_Station_03,38.6999,87.1653,33.1,23,9.1,3.5,352,33549
2026-09-06,2026,9,6,18,Friday,0,monsoon,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,33.2,73,6.2,5.9,145,33550
2026-08-01,2026,8,1,12,Thursday,0,monsoon,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,36.0,94,14.6,13.4,63,33551
2023-12-03,2023,12,3,23,Friday,0,winter,Metropolis_Alpha,Monitoring_Station_01,38.6469,87.3164,14.2,56,5.5,1.1,500,33552
2024-09-12,2024,9,12,6,Tuesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_01,38.6469,87.3164,26.2,88,5.2,5.2,135,33553
2026-05-26,2026,5,26,23,Sunday,1,summer,Metropolis_Alpha,Monitoring_Station_11,38.5535,87.2167,37.2,27,19.0,6.5,124,33554
2026-02-27,2026,2,27,18,Wednesday,0,winter,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,16.6,63,3.7,3.2,354,33555
2022-03-20,2022,3,20,6,Friday,0,summer,Metropolis_Alpha,Monitoring_Station_03,38.6999,87.1653,18.2,40,10.3,3.0,315,33556
2024-01-04,2024,1,4,6,Tuesday,0,winter,Metropolis_Alpha,Monitoring_Station_06,38.6683,87.1311,9.8,96,3.9,1.4,500,33557
2025-11-14,2025,11,14,23,Wednesday,0,winter,Metropolis_Alpha,Monitoring_Station_02,38.7299,87.1718,23.4,45,6.7,0.6,500,33558
2023-06-20,2023,6,20,18,Sunday,1,monsoon,Metropolis_Epsilon,Monitoring_Station_22,38.6605,87.3573,36.4,78,12.8,13.4,102,33559
2023-12-17,2023,12,17,12,Friday,0,winter,Metropolis_Alpha,Monitoring_Station_14,38.6362,87.201,19.5,53,9.5,2.8,395,33560
2025-04-17,2025,4,17,18,Tuesday,0,summer,Metropolis_Alpha,Monitoring_Station_05,38.6289,87.2414,30.7,23,14.1,4.6,261,33561
2025-03-12,2025,3,12,12,Monday,0,summer,Metropolis_Alpha,Monitoring_Station_02,38.7299,87.1718,29.3,31,15.8,3.8,242,33562
2023-07-23,2023,7,23,12,Friday,0,monsoon,Metropolis_Delta,Monitoring_Station_20,38.4089,87.3178,37.6,88,23.3,7.2,86,33563
2026-11-19,2026,11,19,23,Tuesday,0,winter,Metropolis_Alpha,Monitoring_Station_11,38.5535,87.2167,23.0,46,6.1,1.0,500,33564
2027-07-08,2027,7,8,12,Tuesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_14,38.6362,87.201,36.7,76,21.5,11.6,36,33565
2027-11-26,2027,11,26,18,Wednesday,0,winter,Metropolis_Delta,Monitoring_Station_21,38.3722,87.3099,22.1,58,3.8,0.8,500,33566
2022-06-21,2022,6,21,6,Sunday,1,monsoon,Metropolis_Gamma,Monitoring_Station_18,38.450199999999995,87.0266,33.8,81,9.1,5.2,92,33567
2026-01-28,2026,1,28,6,Monday,0,winter,Metropolis_Alpha,Monitoring_Station_06,38.6683,87.1311,7.5,100,4.1,0.6,500,33568
2022-01-09,2022,1,9,23,Friday,0,winter,Metropolis_Alpha,Monitoring_Station_04,38.7762,87.051,13.9,58,6.1,2.8,446,33569
2025-02-18,2025,2,18,12,Sunday,1,winter,Metropolis_Beta,Monitoring_Station_17,38.4744,87.504,21.4,58,6.7,4.6,338,33570
2022-09-10,2022,9,10,6,Thursday,0,monsoon,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,26.6,89,4.7,10.7,80,33571
2022-11-17,2022,11,17,18,Tuesday,0,winter,Metropolis_Gamma,Monitoring_Station_18,38.450199999999995,87.0266,23.6,62,5.8,1.4,500,33572
2022-01-17,2022,1,17,6,Saturday,1,winter,Metropolis_Alpha,Monitoring_Station_06,38.6683,87.1311,6.3,100,3.0,2.4,500,33573
2022-09-29,2022,9,29,12,Tuesday,0,monsoon,Metropolis_Delta,Monitoring_Station_21,38.3722,87.3099,36.5,79,10.8,6.8,109,33574
2022-05-06,2022,5,6,23,Wednesday,0,summer,Metropolis_Alpha,Monitoring_Station_08,38.6519,87.1579,37.5,22,20.2,5.8,167,33575
2026-05-19,2026,5,19,12,Sunday,1,summer,Metropolis_Alpha,Monitoring_Station_05,38.6289,87.2414,43.3,36,25.6,6.9,176,33576
2026-07-18,2026,7,18,6,Thursday,0,monsoon,Metropolis_Alpha,Monitoring_Station_05,38.6289,87.2414,26.2,100,6.6,6.7,79,33577
2025-10-16,2025,10,16,12,Tuesday,0,post_monsoon,Metropolis_Alpha,Monitoring_Station_06,38.6683,87.1311,32.4,26,13.2,1.6,500,33578
2024-06-01,2024,6,1,18,Thursday,0,monsoon,Metropolis_Delta,Monitoring_Station_20,38.4089,87.3178,37.8,69,15.8,6.5,181,33579
2024-11-12,2024,11,12,12,Sunday,1,winter,Metropolis_Alpha,Monitoring_Station_08,38.6519,87.1579,27.0,52,5.5,0.8,500,33580
2022-03-22,2022,3,22,18,Sunday,1,summer,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,23.5,40,15.7,4.3,262,33581
2026-06-30,2026,6,30,23,Sunday,1,monsoon,Metropolis_Alpha,Monitoring_Station_11,38.5535,87.2167,36.4,69,8.5,12.7,74,33582
2026-12-22,2026,12,22,12,Sunday,1,winter,Metropolis_Beta,Monitoring_Station_16,38.5447,87.323,19.7,64,9.1,1.9,500,33583
2024-12-13,2024,12,13,18,Wednesday,0,winter,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,14.5,52,4.1,1.6,441,33584
2024-05-08,2024,5,8,23,Monday,0,summer,Metropolis_Beta,Monitoring_Station_17,38.4744,87.504,39.5,25,15.7,5.3,156,33585
2027-10-26,2027,10,26,6,Sunday,1,post_monsoon,Metropolis_Alpha,Monitoring_Station_03,38.6999,87.1653,23.5,37,4.4,1.3,500,33586
2024-09-04,2024,9,4,18,Monday,0,monsoon,Metropolis_Alpha,Monitoring_Station_05,38.6289,87.2414,31.0,66,7.7,12.3,97,33587
2022-02-16,2022,2,16,18,Monday,0,winter,Metropolis_Alpha,Monitoring_Station_12,38.5708,87.0712,17.9,58,5.0,2.3,344,33588
2022-08-17,2022,8,17,23,Monday,0,monsoon,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,33.0,84,10.1,9.4,71,33589
2027-08-07,2027,8,7,18,Thursday,0,monsoon,Metropolis_Gamma,Monitoring_Station_18,38.450199999999995,87.0266,32.5,92,9.1,10.8,34,33590
2024-09-01,2024,9,1,18,Friday,0,monsoon,Metropolis_Alpha,Monitoring_Station_08,38.6519,87.1579,33.9,65,8.6,5.6,151,33591
2022-05-16,2022,5,16,23,Saturday,1,summer,Metropolis_Alpha,Monitoring_Station_04,38.7762,87.051,39.9,36,15.0,4.9,233,33592
2025-06-07,2025,6,7,12,Thursday,0,monsoon,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,43.2,82,19.3,5.0,114,33593
2025-05-05,2025,5,5,23,Saturday,1,summer,Metropolis_Alpha,Monitoring_Station_03,38.6999,87.1653,36.7,27,15.7,4.7,238,33594
2022-05-02,2022,5,2,12,Saturday,1,summer,Metropolis_Alpha,Monitoring_Station_06,38.6683,87.1311,41.8,36,20.8,5.8,216,33595
2024-05-08,2024,5,8,6,Monday,0,summer,Metropolis_Beta,Monitoring_Station_15,38.6246,87.3649,31.7,46,9.4,5.6,186,33596
2024-07-25,2024,7,25,12,Tuesday,0,monsoon,Metropolis_Gamma,Monitoring_Station_18,38.450199999999995,87.0266,39.0,75,20.2,6.5,79,33597
2023-10-12,2023,10,12,6,Tuesday,0,post_monsoon,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,22.3,46,6.6,3.1,358,33598
2023-09-27,2023,9,27,23,Monday,0,monsoon,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,30.3,84,9.3,7.7,94,33599
2023-09-05,2023,9,5,6,Sunday,1,monsoon,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,25.5,94,5.8,6.8,103,33600
2023-01-01,2023,1,1,18,Friday,0,winter,Metropolis_Alpha,Monitoring_Station_03,38.6999,87.1653,12.3,49,4.1,1.0,500,33601
2027-09-07,2027,9,7,6,Sunday,1,monsoon,Metropolis_Alpha,Monitoring_Station_02,38.7299,87.1718,24.6,85,4.1,6.0,115,33602
2024-04-03,2024,4,3,6,Monday,0,summer,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,27.1,50,11.8,7.3,122,33603
2026-11-07,2026,11,7,12,Thursday,0,winter,Metropolis_Beta,Monitoring_Station_17,38.4744,87.504,25.1,62,9.4,1.4,500,33604
2023-01-02,2023,1,2,18,Saturday,1,winter,Metropolis_Beta,Monitoring_Station_16,38.5447,87.323,12.3,45,5.2,2.3,500,33605
2022-05-22,2022,5,22,12,Friday,0,summer,Metropolis_Epsilon,Monitoring_Station_23,38.7529,87.2782,41.0,22,18.7,4.1,181,33606
2022-06-09,2022,6,9,23,Tuesday,0,monsoon,Metropolis_Gamma,Monitoring_Station_18,38.450199999999995,87.0266,36.9,69,10.6,6.5,108,33607
2024-03-06,2024,3,6,6,Monday,0,summer,Metropolis_Alpha,Monitoring_Station_11,38.5535,87.2167,19.2,36,9.0,6.1,202,33608
2024-06-10,2024,6,10,6,Saturday,1,monsoon,Metropolis_Beta,Monitoring_Station_16,38.5447,87.323,33.6,89,6.3,12.6,96,33609
2024-06-02,2024,6,2,23,Friday,0,monsoon,Metropolis_Delta,Monitoring_Station_21,38.3722,87.3099,39.5,81,13.4,6.0,115,33610
2027-11-24,2027,11,24,12,Monday,0,winter,Metropolis_Alpha,Monitoring_Station_06,38.6683,87.1311,28.5,56,6.3,0.8,500,33611
2026-09-14,2026,9,14,23,Saturday,1,monsoon,Metropolis_Alpha,Monitoring_Station_04,38.7762,87.051,30.8,84,7.6,6.2,112,33612
2025-04-24,2025,4,24,6,Tuesday,0,summer,Metropolis_Alpha,Monitoring_Station_06,38.6683,87.1311,26.8,41,11.8,5.5,206,33613
2027-02-24,2027,2,24,12,Monday,0,winter,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,21.3,64,5.4,1.4,369,33614
2022-06-25,2022,6,25,6,Thursday,0,monsoon,Metropolis_Beta,Monitoring_Station_16,38.5447,87.323,31.0,91,9.9,14.7,101,33615
2027-06-11,2027,6,11,12,Wednesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,42.0,83,22.9,7.4,105,33616
2022-06-28,2022,6,28,18,Sunday,1,monsoon,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,39.5,68,12.2,7.1,111,33617
2026-10-11,2026,10,11,12,Friday,0,post_monsoon,Metropolis_Gamma,Monitoring_Station_18,38.450199999999995,87.0266,31.9,29,15.0,4.7,313,33618
2027-05-27,2027,5,27,6,Tuesday,0,summer,Metropolis_Alpha,Monitoring_Station_01,38.6469,87.3164,33.4,45,6.7,2.3,302,33619
2022-03-26,2022,3,26,12,Thursday,0,summer,Metropolis_Alpha,Monitoring_Station_04,38.7762,87.051,27.4,35,30.5,5.8,197,33620
2026-12-27,2026,12,27,23,Friday,0,winter,Metropolis_Alpha,Monitoring_Station_04,38.7762,87.051,17.4,57,6.8,0.6,500,33621
2023-12-01,2023,12,1,6,Wednesday,0,winter,Metropolis_Alpha,Monitoring_Station_06,38.6683,87.1311,8.1,100,2.5,0.5,500,33622
2024-07-06,2024,7,6,23,Thursday,0,monsoon,Metropolis_Alpha,Monitoring_Station_05,38.6289,87.2414,34.1,89,13.9,11.3,96,33623
2023-09-08,2023,9,8,6,Wednesday,0,monsoon,Metropolis_Beta,Monitoring_Station_16,38.5447,87.323,24.3,99,3.5,5.0,92,33624
2027-06-19,2027,6,19,6,Thursday,0,monsoon,Metropolis_Gamma,Monitoring_Station_18,38.450199999999995,87.0266,31.8,93,7.6,13.7,74,33625
2025-10-17,2025,10,17,6,Wednesday,0,post_monsoon,Metropolis_Alpha,Monitoring_Station_09,38.7495,87.0565,21.4,54,4.5,2.3,500,33626
2023-05-31,2023,5,31,12,Monday,0,summer,Metropolis_Alpha,Monitoring_Station_03,38.6999,87.1653,43.2,31,23.1,6.8,175,33627
2024-12-08,2024,12,8,23,Friday,0,winter,Metropolis_Alpha,Monitoring_Station_01,38.6469,87.3164,16.9,53,4.6,1.4,500,33628
2027-11-08,2027,11,8,23,Saturday,1,winter,Metropolis_Gamma,Monitoring_Station_19,38.423,87.047,20.9,59,4.3,1.1,500,33629
2024-05-19,2024,5,19,6,Friday,0,summer,Metropolis_Delta,Monitoring_Station_20,38.4089,87.3178,30.0,55,8.2,5.4,221,33630
2025-09-11,2025,9,11,18,Tuesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_14,38.6362,87.201,31.9,77,7.4,5.9,128,33631
2022-12-15,2022,12,15,18,Tuesday,0,winter,Metropolis_Epsilon,Monitoring_Station_23,38.7529,87.2782,16.1,63,5.9,0.9,500,33632
2022-12-07,2022,12,7,6,Monday,0,winter,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,8.5,100,3.0,1.7,500,33633
2024-10-09,2024,10,9,23,Monday,0,post_monsoon,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,28.7,24,8.3,4.1,339,33634
2025-08-04,2025,8,4,23,Saturday,1,monsoon,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,31.6,82,10.6,7.0,58,33635
2026-10-06,2026,10,6,6,Sunday,1,post_monsoon,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,20.6,49,3.7,2.9,344,33636
2022-10-28,2022,10,28,6,Wednesday,0,post_monsoon,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,23.9,52,4.2,1.9,500,33637
2027-02-13,2027,2,13,18,Thursday,0,winter,Metropolis_Alpha,Monitoring_Station_02,38.7299,87.1718,18.7,49,3.8,1.5,494,33638
2022-04-18,2022,4,18,6,Saturday,1,summer,Metropolis_Gamma,Monitoring_Station_18,38.450199999999995,87.0266,27.5,48,8.8,6.1,169,33639
2025-10-14,2025,10,14,6,Sunday,1,post_monsoon,Metropolis_Alpha,Monitoring_Station_02,38.7299,87.1718,20.9,45,4.7,1.5,500,33640
2022-02-08,2022,2,8,12,Sunday,1,winter,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,23.0,57,7.4,2.8,342,33641
2025-08-02,2025,8,2,12,Thursday,0,monsoon,Metropolis_Alpha,Monitoring_Station_05,38.6289,87.2414,37.5,90,23.3,13.9,32,33642
2022-02-05,2022,2,5,18,Thursday,0,winter,Metropolis_Delta,Monitoring_Station_20,38.4089,87.3178,18.8,65,6.6,2.1,380,33643
2026-10-13,2026,10,13,12,Sunday,1,post_monsoon,Metropolis_Alpha,Monitoring_Station_02,38.7299,87.1718,30.8,27,12.9,2.5,390,33644
2023-08-15,2023,8,15,18,Sunday,1,monsoon,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,33.3,77,16.0,12.3,41,33645
2024-02-05,2024,2,5,12,Saturday,1,winter,Metropolis_Delta,Monitoring_Station_20,38.4089,87.3178,23.8,59,7.7,2.3,352,33646
2025-04-18,2025,4,18,6,Wednesday,0,summer,Metropolis_Alpha,Monitoring_Station_04,38.7762,87.051,27.7,41,6.6,7.8,184,33647
2026-08-13,2026,8,13,6,Tuesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_02,38.7299,87.1718,27.3,100,5.2,14.2,41,33648
2025-05-12,2025,5,12,12,Saturday,1,summer,Metropolis_Epsilon,Monitoring_Station_23,38.7529,87.2782,44.0,27,25.8,4.4,165,33649
2025-11-20,2025,11,20,12,Tuesday,0,winter,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,25.9,65,7.9,0.6,500,33650
2022-02-18,2022,2,18,6,Wednesday,0,winter,Metropolis_Alpha,Monitoring_Station_05,38.6289,87.2414,11.1,97,4.0,1.7,500,33651
2027-06-02,2027,6,2,23,Monday,0,monsoon,Metropolis_Gamma,Monitoring_Station_19,38.423,87.047,36.2,83,10.9,8.4,56,33652
2023-12-21,2023,12,21,18,Tuesday,0,winter,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,14.5,51,4.8,0.9,500,33653
2023-08-12,2023,8,12,23,Thursday,0,monsoon,Metropolis_Alpha,Monitoring_Station_01,38.6469,87.3164,31.0,87,8.7,7.3,51,33654
2023-09-23,2023,9,23,23,Thursday,0,monsoon,Metropolis_Beta,Monitoring_Station_17,38.4744,87.504,30.6,77,8.8,13.7,85,33655
2025-11-13,2025,11,13,18,Tuesday,0,winter,Metropolis_Alpha,Monitoring_Station_05,38.6289,87.2414,23.6,56,4.9,0.8,500,33656
2023-11-16,2023,11,16,12,Tuesday,0,winter,Metropolis_Gamma,Monitoring_Station_19,38.423,87.047,28.8,54,8.2,1.4,500,33657
2027-09-21,2027,9,21,12,Sunday,1,monsoon,Metropolis_Alpha,Monitoring_Station_08,38.6519,87.1579,37.0,76,10.9,7.0,114,33658
2023-04-04,2023,4,4,18,Sunday,1,summer,Metropolis_Alpha,Monitoring_Station_03,38.6999,87.1653,32.8,31,21.0,6.7,214,33659
2023-12-21,2023,12,21,12,Tuesday,0,winter,Metropolis_Epsilon,Monitoring_Station_23,38.7529,87.2782,22.5,58,5.8,2.7,421,33660
2025-12-08,2025,12,8,18,Saturday,1,winter,Metropolis_Alpha,Monitoring_Station_11,38.5535,87.2167,17.4,54,4.2,2.5,401,33661
2025-11-01,2025,11,1,18,Thursday,0,winter,Metropolis_Gamma,Monitoring_Station_19,38.423,87.047,22.2,45,4.6,1.1,500,33662
2026-07-16,2026,7,16,23,Tuesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_12,38.5708,87.0712,34.8,84,9.2,8.4,82,33663
2024-03-21,2024,3,21,6,Tuesday,0,summer,Metropolis_Alpha,Monitoring_Station_09,38.7495,87.0565,18.2,43,10.3,4.0,285,33664
2026-07-07,2026,7,7,6,Sunday,1,monsoon,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,28.2,98,9.7,12.1,70,33665
2024-01-07,2024,1,7,23,Friday,0,winter,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,14.0,45,6.7,2.5,500,33666
2023-06-12,2023,6,12,12,Saturday,1,monsoon,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,42.5,81,14.6,14.4,60,33667
2023-01-11,2023,1,11,12,Monday,0,winter,Metropolis_Epsilon,Monitoring_Station_22,38.6605,87.3573,19.0,64,9.2,1.4,377,33668
2022-02-13,2022,2,13,6,Friday,0,winter,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,9.7,100,2.2,2.9,445,33669
2023-07-24,2023,7,24,18,Saturday,1,monsoon,Metropolis_Alpha,Monitoring_Station_14,38.6362,87.201,31.7,78,10.1,7.0,37,33670
2025-04-21,2025,4,21,6,Saturday,1,summer,Metropolis_Alpha,Monitoring_Station_09,38.7495,87.0565,26.1,54,7.0,7.1,113,33671
2024-02-05,2024,2,5,23,Saturday,1,winter,Metropolis_Epsilon,Monitoring_Station_23,38.7529,87.2782,16.6,62,6.6,3.7,352,33672
2025-02-11,2025,2,11,23,Sunday,1,winter,Metropolis_Alpha,Monitoring_Station_14,38.6362,87.201,15.8,58,3.7,1.5,371,33673
2022-10-29,2022,10,29,18,Thursday,0,post_monsoon,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,27.6,36,9.5,1.2,500,33674
2026-08-21,2026,8,21,6,Wednesday,0,monsoon,Metropolis_Epsilon,Monitoring_Station_23,38.7529,87.2782,26.3,100,6.0,6.5,76,33675
2025-08-24,2025,8,24,6,Friday,0,monsoon,Metropolis_Alpha,Monitoring_Station_01,38.6469,87.3164,27.6,100,8.0,10.0,88,33676
2022-10-12,2022,10,12,6,Monday,0,post_monsoon,Metropolis_Alpha,Monitoring_Station_04,38.7762,87.051,21.2,53,5.0,1.2,437,33677
2022-03-13,2022,3,13,12,Friday,0,summer,Metropolis_Alpha,Monitoring_Station_01,38.6469,87.3164,29.4,35,16.8,4.2,300,33678
2026-06-01,2026,6,1,12,Saturday,1,monsoon,Metropolis_Epsilon,Monitoring_Station_22,38.6605,87.3573,44.7,70,22.7,7.4,137,33679
2025-08-14,2025,8,14,6,Tuesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_06,38.6683,87.1311,25.2,100,9.1,6.5,85,33680
2026-08-27,2026,8,27,12,Tuesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_02,38.7299,87.1718,37.0,90,24.1,12.0,46,33681
2026-01-15,2026,1,15,18,Tuesday,0,winter,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,12.0,50,4.3,2.3,500,33682
